date,key,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
2020-05-27,FR_NOR_61,1,300,46,,,4,,,
2020-05-27,FR_NOR_76,0,1064,125,,,10,,,
2020-05-27,FR_OCC,11,3802,268,,,55,,,
2020-05-27,FR_OCC_09,0,46,2,,,1,,,
2020-05-27,FR_OCC_11,0,429,18,,,4,,,
2020-05-27,FR_OCC_12,0,177,13,,,0,,,
2020-05-27,FR_OCC_30,0,445,72,,,8,,,
2020-05-27,FR_OCC_31,4,718,67,,,18,,,
2020-05-27,FR_OCC_32,1,144,5,,,2,,,
2020-05-27,FR_OCC_34,5,847,40,,,12,,,
2020-05-27,FR_OCC_46,0,196,9,,,1,,,
2020-05-27,FR_OCC_48,0,24,2,,,0,,,
2020-05-27,FR_OCC_65,0,197,18,,,3,,,
2020-05-27,FR_OCC_66,0,370,2,,,0,,,
2020-05-27,FR_OCC_81,0,154,13,,,2,,,
2020-05-27,FR_OCC_82,1,55,7,,,4,,,
2020-05-27,FR_PAC,12,6932,930,,,91,,,
2020-05-27,FR_PAC_04,0,156,14,,,0,,,
2020-05-27,FR_PAC_05,0,144,26,,,2,,,
2020-05-27,FR_PAC_06,2,957,117,,,11,,,
2020-05-27,FR_PAC_13,7,4283,603,,,69,,,
2020-05-27,FR_PAC_83,2,1058,141,,,8,,,
2020-05-27,FR_PAC_84,1,334,29,,,1,,,
2020-05-27,FR_PDL,8,2689,417,,,25,,,
2020-05-27,FR_PDL_44,1,840,128,,,9,,,
2020-05-27,FR_PDL_49,2,763,110,,,8,,,
2020-05-27,FR_PDL_53,2,228,32,,,1,,,
2020-05-27,FR_PDL_72,1,535,90,,,2,,,
2020-05-27,FR_PDL_85,2,323,57,,,5,,,
2020-05-27,GB_SCT,810,72652,,38,7884,,,,
2020-05-27,GB_SCT_S08000015,16,3198,,5,542,,,,
2020-05-27,GB_SCT_S08000016,9,1835,,5,398,,,,
2020-05-27,GB_SCT_S08000017,5,795,,5,376,,,,
2020-05-27,GB_SCT_S08000019,10,2333,,5,394,,,,
2020-05-27,GB_SCT_S08000020,69,4455,,6,623,,,,
2020-05-27,GB_SCT_S08000022,9,1331,,5,371,,,,
2020-05-27,GB_SCT_S08000024,164,11766,,12,1439,,,,
2020-05-27,GB_SCT_S08000025,118,7434,,7,497,,,,
2020-05-27,GB_SCT_S08000026,118,7434,,7,497,,,,
2020-05-27,GB_SCT_S08000028,5,315,,5,355,,,,
2020-05-27,GB_SCT_S08000029,66,5247,,5,447,,,,
2020-05-27,GB_SCT_S08000030,14,3483,,5,471,,,,
2020-05-27,GB_SCT_S08000031,378,29796,,9,2550,,,,
2020-05-27,GB_SCT_S08000032,78,8302,,5,1080,,,,
2020-05-27,IT,,,8234,,,505,,,
2020-05-27,IT_21,,,1186,,,68,,,
2020-05-27,IT_23,,,18,,,1,,,
2020-05-27,IT_25,,,3801,,,175,,,
2020-05-27,IT_34,,,177,,,9,,,
2020-05-27,IT_36,,,52,,,1,,,
2020-05-27,IT_42,,,219,,,14,,,
2020-05-27,IT_45,,,537,,,78,,,
2020-05-27,IT_52,,,163,,,31,,,
2020-05-27,IT_55,,,15,,,2,,,
2020-05-27,IT_57,,,103,,,13,,,
2020-05-27,IT_62,,,1127,,,65,,,
2020-05-27,IT_65,,,141,,,3,,,
2020-05-27,IT_67,,,5,,,2,,,
2020-05-27,IT_72,,,281,,,6,,,
2020-05-27,IT_75,,,187,,,17,,,
2020-05-27,IT_77,,,7,,,0,,,
2020-05-27,IT_78,,,36,,,1,,,
2020-05-27,IT_82,,,83,,,10,,,
2020-05-27,IT_88,,,43,,,2,,,
2020-05-27,IT_BZ,,,32,,,5,,,
2020-05-27,IT_TN,,,21,,,2,,,
2020-05-27,LU,,,35,,,4,,,
2020-05-27,MX,1169,35517,,83,3480,,,,
2020-05-27,MX_AGU,13,173,,0,10,,,,
2020-05-27,MX_BCN,55,2703,,0,62,,,,
2020-05-27,MX_BCS,5,106,,0,11,,,,
2020-05-27,MX_CAM,12,241,,4,47,,,,
2020-05-27,MX_CHH,20,1021,,6,322,,,,
2020-05-27,MX_CHP,36,537,,6,78,,,,
2020-05-27,MX_CMX,235,9770,,15,995,,,,
2020-05-27,MX_COA,8,211,,0,11,,,,
2020-05-27,MX_COL,4,84,,0,6,,,,
2020-05-27,MX_DUR,8,113,,2,12,,,,
2020-05-27,MX_GRO,32,830,,2,127,,,,
2020-05-27,MX_GUA,12,373,,1,54,,,,
2020-05-27,MX_HID,27,800,,3,88,,,,
2020-05-27,MX_JAL,40,550,,8,69,,,,
2020-05-27,MX_MEX,230,6339,,2,212,,,,
2020-05-27,MX_MIC,21,452,,3,40,,,,
2020-05-27,MX_MOR,21,946,,0,47,,,,
2020-05-27,MX_NAY,9,179,,1,12,,,,
2020-05-27,MX_NLE,9,307,,1,53,,,,
2020-05-27,MX_OAX,22,412,,0,79,,,,
2020-05-27,MX_PUE,71,1490,,7,182,,,,
2020-05-27,MX_QUE,14,359,,1,25,,,,
2020-05-27,MX_ROO,21,868,,6,150,,,,
2020-05-27,MX_SIN,53,1474,,1,129,,,,
2020-05-27,MX_SLP,9,142,,0,25,,,,
2020-05-27,MX_SON,31,599,,1,51,,,,
2020-05-27,MX_TAB,45,1203,,4,132,,,,
2020-05-27,MX_TAM,14,292,,0,26,,,,
2020-05-27,MX_TLA,10,370,,3,96,,,,
2020-05-27,MX_VER,65,2022,,5,252,,,,
2020-05-27,MX_YUC,15,457,,1,51,,,,
2020-05-27,MX_ZAC,2,94,,0,26,,,,
2020-05-27,NL,7,11635,,,,,,,
2020-05-27,NL_DR,0,116,,,,,,,
2020-05-27,NL_DR_0106,0,12,,,,,,,
2020-05-27,NL_DR_0109,0,13,,,,,,,
2020-05-27,NL_DR_0114,0,20,,,,,,,
2020-05-27,NL_DR_0118,0,19,,,,,,,
2020-05-27,NL_DR_0119,0,8,,,,,,,
2020-05-27,NL_DR_1680,0,1,,,,,,,
2020-05-27,NL_DR_1681,0,4,,,,,,,
2020-05-27,NL_DR_1690,0,11,,,,,,,
2020-05-27,NL_DR_1699,0,4,,,,,,,
2020-05-27,NL_DR_1701,0,9,,,,,,,
2020-05-27,NL_DR_1730,0,9,,,,,,,
2020-05-27,NL_DR_1731,0,6,,,,,,,
2020-05-27,NL_FL,0,266,,,,,,,
2020-05-27,NL_FL_0034,0,123,,,,,,,
2020-05-27,NL_FL_0050,0,12,,,,,,,
2020-05-27,NL_FL_0171,0,14,,,,,,,
2020-05-27,NL_FL_0184,0,22,,,,,,,
2020-05-27,NL_FL_0303,0,30,,,,,,,
2020-05-27,NL_FL_0995,0,65,,,,,,,
2020-05-27,NL_FR,0,129,,,,,,,
2020-05-27,NL_FR_0059,0,0,,,,,,,
2020-05-27,NL_FR_0060,0,0,,,,,,,
2020-05-27,NL_FR_0072,0,4,,,,,,,
2020-05-27,NL_FR_0074,0,13,,,,,,,
2020-05-27,NL_FR_0080,0,33,,,,,,,
2020-05-27,NL_FR_0085,0,3,,,,,,,
2020-05-27,NL_FR_0086,0,7,,,,,,,
2020-05-27,NL_FR_0088,0,0,,,,,,,
2020-05-27,NL_FR_0090,0,9,,,,,,,
2020-05-27,NL_FR_0093,0,0,,,,,,,
2020-05-27,NL_FR_0096,0,0,,,,,,,
2020-05-27,NL_FR_0098,0,3,,,,,,,
2020-05-27,NL_FR_0737,0,4,,,,,,,
2020-05-27,NL_FR_1891,0,2,,,,,,,
2020-05-27,NL_FR_1900,0,17,,,,,,,
2020-05-27,NL_FR_1940,0,16,,,,,,,
2020-05-27,NL_FR_1949,0,12,,,,,,,
2020-05-27,NL_FR_1970,0,6,,,,,,,
2020-05-27,NL_GE,0,1483,,,,,,,
2020-05-27,NL_GE_0197,0,9,,,,,,,
2020-05-27,NL_GE_0200,0,89,,,,,,,
2020-05-27,NL_GE_0202,0,66,,,,,,,
2020-05-27,NL_GE_0203,0,18,,,,,,,
2020-05-27,NL_GE_0209,0,19,,,,,,,
2020-05-27,NL_GE_0213,0,17,,,,,,,
2020-05-27,NL_GE_0214,0,16,,,,,,,
2020-05-27,NL_GE_0216,0,21,,,,,,,
2020-05-27,NL_GE_0221,0,9,,,,,,,
2020-05-27,NL_GE_0222,0,26,,,,,,,
2020-05-27,NL_GE_0225,0,25,,,,,,,
2020-05-27,NL_GE_0226,0,14,,,,,,,
2020-05-27,NL_GE_0228,0,54,,,,,,,
2020-05-27,NL_GE_0230,0,28,,,,,,,
2020-05-27,NL_GE_0232,0,47,,,,,,,
2020-05-27,NL_GE_0233,0,31,,,,,,,
2020-05-27,NL_GE_0243,0,41,,,,,,,
2020-05-27,NL_GE_0244,0,16,,,,,,,
2020-05-27,NL_GE_0246,0,54,,,,,,,
2020-05-27,NL_GE_0252,0,17,,,,,,,
2020-05-27,NL_GE_0262,0,14,,,,,,,
2020-05-27,NL_GE_0263,0,15,,,,,,,
2020-05-27,NL_GE_0267,0,22,,,,,,,
2020-05-27,NL_GE_0268,0,126,,,,,,,
2020-05-27,NL_GE_0269,0,39,,,,,,,
2020-05-27,NL_GE_0273,0,8,,,,,,,
2020-05-27,NL_GE_0274,0,14,,,,,,,
2020-05-27,NL_GE_0275,0,33,,,,,,,
2020-05-27,NL_GE_0277,0,1,,,,,,,
2020-05-27,NL_GE_0279,0,4,,,,,,,
2020-05-27,NL_GE_0281,0,42,,,,,,,
2020-05-27,NL_GE_0285,0,17,,,,,,,
2020-05-27,NL_GE_0289,0,20,,,,,,,
2020-05-27,NL_GE_0293,0,12,,,,,,,
2020-05-27,NL_GE_0294,0,7,,,,,,,
2020-05-27,NL_GE_0296,0,43,,,,,,,
2020-05-27,NL_GE_0297,0,20,,,,,,,
2020-05-27,NL_GE_0299,0,43,,,,,,,
2020-05-27,NL_GE_0301,0,31,,,,,,,
2020-05-27,NL_GE_0302,0,56,,,,,,,
2020-05-27,NL_GE_0668,0,18,,,,,,,
2020-05-27,NL_GE_1509,0,21,,,,,,,
2020-05-27,NL_GE_1586,0,17,,,,,,,
2020-05-27,NL_GE_1705,0,31,,,,,,,
2020-05-27,NL_GE_1734,0,57,,,,,,,
2020-05-27,NL_GE_1740,0,35,,,,,,,
2020-05-27,NL_GE_1859,0,12,,,,,,,
2020-05-27,NL_GE_1876,0,17,,,,,,,
2020-05-27,NL_GE_1945,0,29,,,,,,,
2020-05-27,NL_GE_1955,0,20,,,,,,,
2020-05-27,NL_GE_1960,0,42,,,,,,,
2020-05-27,NL_GR,0,74,,,,,,,
2020-05-27,NL_GR_0003,0,3,,,,,,,
2020-05-27,NL_GR_0010,0,6,,,,,,,
2020-05-27,NL_GR_0014,0,18,,,,,,,
2020-05-27,NL_GR_0024,0,0,,,,,,,
2020-05-27,NL_GR_0037,0,2,,,,,,,
2020-05-27,NL_GR_0047,0,2,,,,,,,
2020-05-27,NL_GR_0765,0,4,,,,,,,
2020-05-27,NL_GR_1895,0,7,,,,,,,
2020-05-27,NL_GR_1950,0,5,,,,,,,
2020-05-27,NL_GR_1952,0,6,,,,,,,
2020-05-27,NL_GR_1966,0,7,,,,,,,
2020-05-27,NL_GR_1969,0,14,,,,,,,
2020-05-27,NL_LI,0,1548,,,,,,,
2020-05-27,NL_LI_0882,0,52,,,,,,,
2020-05-27,NL_LI_0888,0,15,,,,,,,
2020-05-27,NL_LI_0889,0,20,,,,,,,
2020-05-27,NL_LI_0893,0,7,,,,,,,
2020-05-27,NL_LI_0899,0,42,,,,,,,
2020-05-27,NL_LI_0907,0,16,,,,,,,
2020-05-27,NL_LI_0917,0,125,,,,,,,
2020-05-27,NL_LI_0928,0,62,,,,,,,
2020-05-27,NL_LI_0935,0,185,,,,,,,
2020-05-27,NL_LI_0938,0,22,,,,,,,
2020-05-27,NL_LI_0944,0,6,,,,,,,
2020-05-27,NL_LI_0946,0,31,,,,,,,
2020-05-27,NL_LI_0957,0,59,,,,,,,
2020-05-27,NL_LI_0965,0,19,,,,,,,
2020-05-27,NL_LI_0971,0,43,,,,,,,
2020-05-27,NL_LI_0981,0,10,,,,,,,
2020-05-27,NL_LI_0983,0,126,,,,,,,
2020-05-27,NL_LI_0984,0,37,,,,,,,
2020-05-27,NL_LI_0986,0,17,,,,,,,
2020-05-27,NL_LI_0988,0,66,,,,,,,
2020-05-27,NL_LI_0994,0,19,,,,,,,
2020-05-27,NL_LI_1507,0,41,,,,,,,
2020-05-27,NL_LI_1640,0,51,,,,,,,
2020-05-27,NL_LI_1641,0,27,,,,,,,
2020-05-27,NL_LI_1669,0,27,,,,,,,
2020-05-27,NL_LI_1711,0,39,,,,,,,
2020-05-27,NL_LI_1729,0,21,,,,,,,
2020-05-27,NL_LI_1883,0,115,,,,,,,
2020-05-27,NL_LI_1894,0,143,,,,,,,
2020-05-27,NL_LI_1903,0,54,,,,,,,
2020-05-27,NL_LI_1954,0,51,,,,,,,
2020-05-27,NL_NB,0,2739,,,,,,,
2020-05-27,NL_NB_0743,0,18,,,,,,,
2020-05-27,NL_NB_0744,0,9,,,,,,,
2020-05-27,NL_NB_0748,0,24,,,,,,,
2020-05-27,NL_NB_0753,0,31,,,,,,,
2020-05-27,NL_NB_0755,0,35,,,,,,,
2020-05-27,NL_NB_0756,0,19,,,,,,,
2020-05-27,NL_NB_0757,0,24,,,,,,,
2020-05-27,NL_NB_0758,0,144,,,,,,,
2020-05-27,NL_NB_0762,0,54,,,,,,,
2020-05-27,NL_NB_0766,0,20,,,,,,,
2020-05-27,NL_NB_0770,0,26,,,,,,,
2020-05-27,NL_NB_0772,0,178,,,,,,,
2020-05-27,NL_NB_0777,0,40,,,,,,,
2020-05-27,NL_NB_0779,0,11,,,,,,,
2020-05-27,NL_NB_0784,0,20,,,,,,,
2020-05-27,NL_NB_0785,0,32,,,,,,,
2020-05-27,NL_NB_0786,0,21,,,,,,,
2020-05-27,NL_NB_0788,0,18,,,,,,,
2020-05-27,NL_NB_0794,0,114,,,,,,,
2020-05-27,NL_NB_0796,0,126,,,,,,,
2020-05-27,NL_NB_0797,0,44,,,,,,,
2020-05-27,NL_NB_0798,0,9,,,,,,,
2020-05-27,NL_NB_0809,0,24,,,,,,,
2020-05-27,NL_NB_0815,0,9,,,,,,,
2020-05-27,NL_NB_0820,0,18,,,,,,,
2020-05-27,NL_NB_0823,0,13,,,,,,,
2020-05-27,NL_NB_0824,0,23,,,,,,,
2020-05-27,NL_NB_0826,0,48,,,,,,,
2020-05-27,NL_NB_0828,0,164,,,,,,,
2020-05-27,NL_NB_0840,0,9,,,,,,,
2020-05-27,NL_NB_0845,0,36,,,,,,,
2020-05-27,NL_NB_0847,0,33,,,,,,,
2020-05-27,NL_NB_0848,0,31,,,,,,,
2020-05-27,NL_NB_0851,0,13,,,,,,,
2020-05-27,NL_NB_0855,0,247,,,,,,,
2020-05-27,NL_NB_0856,0,115,,,,,,,
2020-05-27,NL_NB_0858,0,19,,,,,,,
2020-05-27,NL_NB_0861,0,31,,,,,,,
2020-05-27,NL_NB_0865,0,42,,,,,,,
2020-05-27,NL_NB_0866,0,7,,,,,,,
2020-05-27,NL_NB_0867,0,33,,,,,,,
2020-05-27,NL_NB_0873,0,5,,,,,,,
2020-05-27,NL_NB_0879,0,21,,,,,,,
2020-05-27,NL_NB_1652,0,79,,,,,,,
2020-05-27,NL_NB_1655,0,13,,,,,,,
2020-05-27,NL_NB_1658,0,15,,,,,,,
2020-05-27,NL_NB_1659,0,41,,,,,,,
2020-05-27,NL_NB_1667,0,11,,,,,,,
2020-05-27,NL_NB_1674,0,28,,,,,,,
2020-05-27,NL_NB_1684,0,12,,,,,,,
2020-05-27,NL_NB_1685,0,39,,,,,,,
2020-05-27,NL_NB_1702,0,20,,,,,,,
2020-05-27,NL_NB_1706,0,63,,,,,,,
2020-05-27,NL_NB_1709,0,14,,,,,,,
2020-05-27,NL_NB_1719,0,18,,,,,,,
2020-05-27,NL_NB_1721,0,96,,,,,,,
2020-05-27,NL_NB_1723,0,18,,,,,,,
2020-05-27,NL_NB_1724,0,19,,,,,,,
2020-05-27,NL_NB_1728,0,21,,,,,,,
2020-05-27,NL_NB_1771,0,33,,,,,,,
2020-05-27,NL_NB_1948,0,210,,,,,,,
2020-05-27,NL_NB_1959,0,31,,,,,,,
2020-05-27,NL_NH,1,1609,,,,,,,
2020-05-27,NL_NH_0358,0,9,,,,,,,
2020-05-27,NL_NH_0361,0,54,,,,,,,
2020-05-27,NL_NH_0362,0,56,,,,,,,
2020-05-27,NL_NH_0363,0,609,,,,,,,
2020-05-27,NL_NH_0370,0,4,,,,,,,
2020-05-27,NL_NH_0373,0,16,,,,,,,
2020-05-27,NL_NH_0375,0,15,,,,,,,
2020-05-27,NL_NH_0376,0,8,,,,,,,
2020-05-27,NL_NH_0377,0,7,,,,,,,
2020-05-27,NL_NH_0383,0,15,,,,,,,
2020-05-27,NL_NH_0384,0,17,,,,,,,
2020-05-27,NL_NH_0385,0,24,,,,,,,
2020-05-27,NL_NH_0388,0,18,,,,,,,
2020-05-27,NL_NH_0392,0,60,,,,,,,
2020-05-27,NL_NH_0394,0,67,,,,,,,
2020-05-27,NL_NH_0396,1,28,,,,,,,
2020-05-27,NL_NH_0397,0,11,,,,,,,
2020-05-27,NL_NH_0398,0,27,,,,,,,
2020-05-27,NL_NH_0399,0,9,,,,,,,
2020-05-27,NL_NH_0400,0,12,,,,,,,
2020-05-27,NL_NH_0402,0,29,,,,,,,
2020-05-27,NL_NH_0405,0,34,,,,,,,
2020-05-27,NL_NH_0406,0,21,,,,,,,
2020-05-27,NL_NH_0415,0,3,,,,,,,
2020-05-27,NL_NH_0416,0,16,,,,,,,
2020-05-27,NL_NH_0417,0,8,,,,,,,
2020-05-27,NL_NH_0420,0,18,,,,,,,
2020-05-27,NL_NH_0431,0,11,,,,,,,
2020-05-27,NL_NH_0432,0,1,,,,,,,
2020-05-27,NL_NH_0437,0,5,,,,,,,
2020-05-27,NL_NH_0439,0,65,,,,,,,
2020-05-27,NL_NH_0441,0,19,,,,,,,
2020-05-27,NL_NH_0448,0,5,,,,,,,
2020-05-27,NL_NH_0450,0,5,,,,,,,
2020-05-27,NL_NH_0451,0,16,,,,,,,
2020-05-27,NL_NH_0453,0,31,,,,,,,
2020-05-27,NL_NH_0457,0,9,,,,,,,
2020-05-27,NL_NH_0473,0,10,,,,,,,
2020-05-27,NL_NH_0479,0,115,,,,,,,
2020-05-27,NL_NH_0498,0,4,,,,,,,
2020-05-27,NL_NH_0532,0,19,,,,,,,
2020-05-27,NL_NH_0852,0,16,,,,,,,
2020-05-27,NL_NH_0880,0,20,,,,,,,
2020-05-27,NL_NH_1598,0,6,,,,,,,
2020-05-27,NL_NH_1696,0,8,,,,,,,
2020-05-27,NL_NH_1911,0,26,,,,,,,
2020-05-27,NL_NH_1942,0,23,,,,,,,
2020-05-27,NL_OV,2,548,,,,,,,
2020-05-27,NL_OV_0141,0,23,,,,,,,
2020-05-27,NL_OV_0147,0,14,,,,,,,
2020-05-27,NL_OV_0148,0,16,,,,,,,
2020-05-27,NL_OV_0150,0,46,,,,,,,
2020-05-27,NL_OV_0153,1,53,,,,,,,
2020-05-27,NL_OV_0158,0,14,,,,,,,
2020-05-27,NL_OV_0160,0,23,,,,,,,
2020-05-27,NL_OV_0163,0,8,,,,,,,
2020-05-27,NL_OV_0164,0,21,,,,,,,
2020-05-27,NL_OV_0166,0,59,,,,,,,
2020-05-27,NL_OV_0168,0,7,,,,,,,
2020-05-27,NL_OV_0173,0,14,,,,,,,
2020-05-27,NL_OV_0175,0,9,,,,,,,
2020-05-27,NL_OV_0177,0,25,,,,,,,
2020-05-27,NL_OV_0180,0,8,,,,,,,
2020-05-27,NL_OV_0183,0,12,,,,,,,
2020-05-27,NL_OV_0189,0,5,,,,,,,
2020-05-27,NL_OV_0193,1,54,,,,,,,
2020-05-27,NL_OV_1700,0,12,,,,,,,
2020-05-27,NL_OV_1708,0,14,,,,,,,
2020-05-27,NL_OV_1735,0,15,,,,,,,
2020-05-27,NL_OV_1742,0,30,,,,,,,
2020-05-27,NL_OV_1773,0,12,,,,,,,
2020-05-27,NL_OV_1774,0,19,,,,,,,
2020-05-27,NL_OV_1896,0,35,,,,,,,
2020-05-27,NL_UT,1,862,,,,,,,
2020-05-27,NL_UT_0307,0,59,,,,,,,
2020-05-27,NL_UT_0308,0,11,,,,,,,
2020-05-27,NL_UT_0310,0,25,,,,,,,
2020-05-27,NL_UT_0312,0,9,,,,,,,
2020-05-27,NL_UT_0313,0,9,,,,,,,
2020-05-27,NL_UT_0317,0,2,,,,,,,
2020-05-27,NL_UT_0321,0,24,,,,,,,
2020-05-27,NL_UT_0327,0,9,,,,,,,
2020-05-27,NL_UT_0331,0,19,,,,,,,
2020-05-27,NL_UT_0335,0,12,,,,,,,
2020-05-27,NL_UT_0339,0,5,,,,,,,
2020-05-27,NL_UT_0340,0,11,,,,,,,
2020-05-27,NL_UT_0342,0,23,,,,,,,
2020-05-27,NL_UT_0344,1,257,,,,,,,
2020-05-27,NL_UT_0345,0,48,,,,,,,
2020-05-27,NL_UT_0351,0,9,,,,,,,
2020-05-27,NL_UT_0352,0,9,,,,,,,
2020-05-27,NL_UT_0353,0,35,,,,,,,
2020-05-27,NL_UT_0355,0,36,,,,,,,
